	title	text	travel_date	rating	location
58	Nefes alamadım	Bayramın 2. günü çocuklar ve hanımla Derinkuyu ilçesine gidiyoruz. Burada yeraltı şehirine inelim diyoruz. Önce bizi müthiş bir kuyruk karşılıyor. Güneş’in altında 40 dakika bekleyip müze kart çıkartıyorsun. Kart 70 tl. Kart çıkartmadan giriş  kişi başı 30 tl. Kartı olanlar fazla sıra beklemeden güneşin altında beyni buharlaşmadan içeri girebiliyor. Onca zahmetten sonra içeri giriyoruz. Her seferde belli insan sayısı içeri alınıyor, yoksa içeride izdiham olup insanlar dışarı çıkabilmek için birbirini ezer. Yeraltı şehirine girer girmez 10 mt sonra bizim hanım nefes alamadı ve geldiği yoldan geri çıktı. Allahtan tam zamanında çıkmış. Biraz ilerledikten sonra geldiğin yoldan geri çıkma şansın yok.İçinde yaşam alanları, cezaevleri, mutfakları v.s. olan ve insanların kendilerine bir yeraltı şehiri kurup orada yaşadıkları bir mağara. 9 kat aşağı iniyorsun. İnerken kırmızı oklar gidiş mavi oklarda çıkışı gösteriyor. Ancak bir nokta varki daha başlangıçta orada aşağı inenleri beklemek zorundasın,çünkü tek kişinin bile zor geçtiği bir yer, güvenlikçiler seni durduruyor ve önce aşağıdakilerin tahliyesini bekliyorsun. Ben ve çocuklar güvenlikçilerin talimatıyla tam aşağı yönlenmişken aşağıdan tahliye edilmeyen 10 kişi çıkıyor ve orada daracık yerde sıkışıyoruz. İnsanları sağa sola mağara boşluklarına dağıtıp aşağıdakileri tahliye etmeye çalışıyorlar. Ben karşı grupla karşılaşıp sıkışınca nefes alamadım, hemen aklıma insanların panikle birbirini çok rahat ezip öldüreceği hissi geldi ve hemen bir kararla o tahliye edilmekte olan 10 kişilik gruba çocukları da alıp katıldım. Tahliye bile edilirken o kadar dar bir yerden çıkıyorsunki 9 yaşındaki çocuk bile eğilerek ilerliyor. Zaten en aşağı inenler nefes nefese yukarı çıkıyorlardı. Neyseki kendimi zor bela dışarı attım. Sonradan düşündüm bu yeraltı şehirinde zamanında yaşayanlar Naim Süleymanoğlu ebatlarındamıydı. Bir daha hayatta girmeyeceğim bir alan....	2019-06	2	1
59	Derinkuyu Yeraltisehri	Merdivenler dar ve dik inmesi zor .Asyimi ve kapali alan fobisi olanlarin inmesi zor.Sehir nefis ,o zamanlarda burasi nasil yapilmis insan düsünmeden edemiyor.Girişler ücretli.	2019-04	5	1
60	Harika	15 Nisan 2019 günü Kapadokya gezisine giderken burada mola verdik burası bölgenin en büyük yeraltı şehri havalandırması var 4 kar geziniyor müze kart ve 65 yaş gecerli  ben iki kat indim en alt katta kilise ve mezarlık var ben çok begendim	2019-04	5	1
61	Müthiş	Kayda değer bir tarih ve görsel. Tek sıkıntısı çocukla gidildiğinde yürüyüş zor oluyor. Giriş ücretleri de bir miktar fazla.	2019-04	4	1
62	Esrarengiz bir yer	Nasıl yapıldı, içeride nasıl yaşadılar? 30 dakika gezmek bile strese sokuyor insanı. Alçak ve dar tüneller...	2018-05	5	1
63	İnanılmaz bir yer	Yeraltı şehrine girince insanların istediklerinde neleri başarabileceğini görüyorsunuz. 8 katlı yeraltı şehri gez gez bitmiyor. İçeride Kırmızı ve Mavi oklar var duvarlarda biz mavi okları izledik kısa turda bile yorulduk. Kesinlikle uğranması gereken bir lokasyon.	2019-04	5	1
64	İlginç	Uzun bir tarihi geçmiş ve hala kullanılabilir oluşu çok ilginç. Çocuklar ve yaşlılar için inmesi zor ve tehlikeli. Nefes darlığı yaşayanlar ve kapalı yer fobisi olanlar kesinlikle inmemeli.	2019-03	4	1
65	Mutlaka uğrayın	Kapadokya da programınız varsa kesinlikle uğranılması gereken yerlerden biri. İnsanların  yaşam koşullarına göre nelere başvurduğunu, çaresizliğin insana neler yaptırdığını görmenin en somut örneği. İnsanların bu yer altı şehrini neden yaptığını sorgulattıracak kadar sıradışı bir mekan.	2019-03	5	1
66	ÇILGINCA!	Hayatımda gördüğüm en teferruatlı insan yapılarından birtanesi inanılmaz bir doku ve tarihe sahip ama insanlara aktarılma konusunda pek önemsenmemiş oranın tarihini yaşananları anlatacak birilerinin olması lazım rehber olnmadan giderseniz oranın tarihini tam olarak anlayamazsınız hikayesini yaşamanız lazım .Yerin tam sekiz kat altına bir şehir kurmak bu şehre oksijen götürebilmek ne kadar kolay olabilir ki ve bunu hiçbir teknolojik alet olmadan yapıyorlar inanılmaz gerçekten dünya içerisinde gereken önem verilmemiş gibi duruyor sanırım bu da bilgi aktarılma  eksikliğinden yer alıyor.elimizde teknoloji var ve teknolojisiz yapılan şeylerin 10000 de birini yapmak için hiçbirşey yapılmıyor.	2019-03	5	1
67	Harika Bir Deneyim	Kapadokya denildiğinde çoğunlukla yeryüzündeki güzellikler olan peri bacaları gelir. Eşsiz güzellikteki ve şekillerdeki peri bacalarına diyeceğim yok ama yeraltı şehirleri bölgenin bambaşka bir büyüleyici yönünü yansıtıyor. Konuştuğum pek çok insanın yeraltı şehirlerini görmeden Kapadokya gezilerini bitirdiklerini anlıyorum. Gerçekten çok üzücü. Tanıtım eksikliğinden kaynaklandığını düşünüyorum.Öncelikle söylemem gerekiyor, Kapadokya'ya gidiyorsanız müzekart almalısınız. Zaten bir yeraltı şehrine ve açık hava müzesine girmeniz müzekarta verdiğiniz parayı karşılıyor.Binlerce yıl önce çeşitli nedenlerle korunma arayışında olan insanların yerin yüzlerce metre altında kurdukları yaşam sahasını görmeden dönmeyin demem gerekiyor. Dikkat etmeniz gereken tek şey ise yeraltı şehri kalabalıkken girmek yerine sabah müze açılışında orada olun. Henüz tur grupları gelmediği için hiç ses duymadan yerin kat kat altına girebilirsiniz. Mavi oklar çıkışı, kırmızı oklar inişi gösteriyor. Fakat gerçek heyecan yaşamak istiyorsanız boş verin okları kendi yolunuzu kendiniz çizerek en aşağıya inmeye çalışın. Yeraltı şehrinin boş olduğu bir zamana denk gelirseniz mükemmel bir deneyim olacaktır. Kaymaklı yeraltı şehrine de oldukça yakın, orayı da görün derim.Arabanızı hemen yeraltı şehrinin yanındaki alana bırakabilirsiniz. En son ücretsizdi.Yeraltı şehri doğaldır ki dışarıya göre oldukça soğuk oluyor. Bu durumu göz önüne alarak giyinin. Rahat ayakkabılar ayağınızda olsun. Kapalı yer korkusu olanlara pek önermem.	2019-01	5	1
68	Mutlaka gidin	Kapalı ve dar yerler konusunda sıkıntınız yoksa mutlaka ziyaret etmelisiniz.  Yüzyıllarca önce yerin altına kurulan bir şehir. İnsanların güvenlik amacıyla, her türlü ihtiyaçlarını karşılayarak uzun süre kalabilecekleri şekilde tasarlanmış fantastik bir dünya.  Müzekart ile girilebiliyor.	2018-08	5	1
69	çok tarihi	Çok tarihi bir mekan. içerisinde bazı noktalar çok dar  o yüzden biraz ürkütücü olabiliyor. ama muhakkak girilmesi gereken bir mekan. sadece giriş ücretleri biraz pahalı geldi. onu da müze kartı ile halledebilirsiniz	2019-02	4	1
70	En Büyük Tarihi Yeraltı Şehri	Derinkuyu da en büyük yeraltı şehri. Derin ve dar oyuklardan inip çıktığınız zorlu bir deneyim. Küçük çocuklar için ürkütücü olabilir. Girişi kişi başı 35tl. Tarihi değerleri bilmek ve gelecek nesillere tavsiye etmek bence oldukça değerli. Tarihi her mekanı tavsiye ederim..	2019-02	4	1
71	Yer altında ayrı bir Dünya...	Kapadokya bölgesindeki yeraltı şehirlerinin en büyüğü olan bu yeri mutlaka görmelisiniz. Ancak kapalı mekan korkusu olan kalp ve astım hastalığı olanların girmesini tavsiye etmem. Aşağıya inen yollar bazı yerlerde tek kişinin zor geçebileceği ve eğilerek geçebileceği şekilde. Yeraltı şehrinin içinde ahır, kilise, okul, mutfak her türlü kısım mevcut. Giysi olarak rahat kıyafetlerle girmekte fayda var. Kapadokya’ya ziyarete gidenlerin mutlaka uğraması gereken bir yer...	2019-01	5	1
72	Bölgedeki en büyük yeraltı şehri.	Ziyaretlerinize burdan başlayarak ilerleyebilirsiniz. Bölgede bulunan halk çok yardımsever istediğiniz bilgilere ulaşabilirsiniz. Kapalı yer korkunuz, tansyon vs sıkıntılarınız yoksa mutlaka görmelisiniz. Müzeler müdürlüğüne bağlı olarak çalışıyor. Öğrencilere 18 yaş altı ücretsiz.	2018-12	5	1
73	Derinkuyu	Harika bir Anadolu beldesi , insanı tatlı , yemek için müzenin 500 Mt kadar karşısında çorba / kebap bir mekan var tavsiye ederi. Müze  kışın erken kapanıyor , 16:15 son sefer. Minibüsler 30 dk bir kalkıyor ,17:00 den sonra 1 er saatte 1 e düşüyor. Aralık’ta çok çok soğuktu.	2018-12	4	1
74	Biraz sportiflik ve sabır istiyor	Derinkuyu Yeraltı şehrinde gezip, bambaşka koşullarda yaşamış bir topluluk hakkında bilgi sahibi olmak çok keyifli. Yalnız keşfe çıkmadan önce bilmeniz gereken en önemli şey bu mekan klostrofobisi olan, ya da kalp hastalığı gibi ciddi rahatsızlıkları olanlara göre değil. İndikçe iniyorsunuz ve sıkılınca hemen çılabileceğiniz ferahlıkta alanlar yok içeride, üstelik muhtemelen turlar ve başka gezginler de olacağı için bir odadan ya da koridordan geçerken bile sıra bekleyeceksiniz. Ama bunların hiçbiri sorun değilse, mutlaka uğramalısınız.	2018-12	4	1
75	Kapadokya Gezisi	Sanırım 5. gidişim Kapadokya bölgesine ama her sene gidilecek yerler arasında benim için. Coğrafya harika ve büyüleyici. Bu gidişimde Derinkuyu yeraltı şehrinde bazı düzenlemeler yapıldığını gördüm. Katları, bölümleri rehbersiz de gezebilirsiniz. Bölümlere tanıtacak isimler konmuş. Derinkuyu yeraltı şehirlerinden en büyüğü diye biliyorum. 8 katı gezebiliyorsunuz, açık olan bölüm 8 kat. 1967 de halka açılmış. En eski akıl hastanesinin burada olduğu söyleniyor. Gezilesi ve görülesi yerler arasında ...	2018-04	5	1
76	Bölgenin en büyük yeraltı şehri	Bölgenin uzak noktasında kalan bu yeraltı şehrini zamanı olanlara özellikle öneririm. 8 katı da gezilebilen bu yer, geniş odaları, uzun koridorları ile gerçekten ilgi çekici..	2018-10	5	1
77	Dikkat edin	Muze kartla ucretsiz yada 35 tl kisi basi odeme yaparak girebilirsiniz.Etrafinda cay ocagi, gozleme vs satan yerel kahvehaneler var. Magara dar, yaz kis farketmez yorulacak ve terleyeceksiniz. Her ne kadar devlet tarafindan yasak olmasada belli yas alti cocuklar icin bence uygun degil. Cok dik inisler cikislarin oldugu tek kisinin zar zor sigdigi bir mekana cocuk getirip elini tutmaniz kolay olmuyor. Kucaginizda tasimanizi da hic tavsiye etmiyorum duserseniz ikinizde kurtulamazsiniz. Mekan guzel ama dedigim gibi dikkat etmeniz gereken gorevlilerin sadece turist turlari adam yerine koydugu yerli insanlari onemsemedigi bir yere giriyorsunuz. Kendi önleminizi kendiniz alin. Haa birde kucuk su 3,5 tl 2018 ekim ayinda , bence yaninizda getirin suyunuzu. Terleme ihtimaline karsi yedek atlet tshirt de tavsiye edilir. Herkese iyi eglenceler	2018-10	5	1
78	tarihin derinlikleri	rahat ayakkabi ve kıyafetler ile ziyaret etmeniz gereken müzenin girişinde müze kart uygulaması mevcut.  maksimum 1 saat süren yeraltı gezisinin hafta içi yapılmasını tavsiye ederim.	2018-10	5	1
79	Yaz sıcağında, nefis bir serinlik...	Tek kelimeyle mutlaka ve mutlaka görülmesi gereken bir yer. Özellikle bölgeye yaz sıcağında gittiyseniz, hem tarih hem de serinlik bir arada. Dar yerlerden ve aşağı inişlerden sağlık yönünden sıkıntısı olanlar uzak durmalı bence. Bölgeye gelen ilk Hristiyanların kaldığı yeraltı şehrinde mezar, klişe, tapınak...görülmeye değer.	2018-06	5	1
80	Etkileyici	İlk başta “nasıl olur” diye düşünmeden edemiyorsunuz. O yeraltı şehirlerindeki yaşanmışlık çok etkileyici. Daire biçimli taş sürgü kapılar, havalandırma, geçimleri için şarap ve yiyecek depolama şekilleri inanılmaz. O dönemlere kıyasla çok çok rahat koşullarda yaşıyoruz. Mutlaka gidip ziyaret etmeli. Girişlerde müzekart gerekli yada adınıza Türkiye İş Bankası maximum kartınız var ise kimliğiniz ile birlikte beklemeden giriş yapabilirsiniz.	2018-09	5	1
81	muhteşem	yıllar önce yapılmış muhteşem yapılar gerçekten görülmesi gereken bir yer insan bir süre büyüsünden kurtulamıyor ama küçük çocuklarla gezilmesini pek tavsiye etmiyorumsıkıntı olabilir	2018-08	5	1
82	Harika...	Kaymaklı yeraltı şehrine göre daha derin. Çocuklu ailelere girmesini önermem. Mutlaka görün ve eski insanların nasıl yaşadığına şahit olun. Çok güzel bir yer...	2018-08	5	1
83	Tedirgin edici ama görülesi	Çok etkileyici bir yer. Bazan akil almaz geliyor. Daracık koridorlardan açılan bir yeralti şehri. Tedirgin gezerken insanların burada nasıl yaşadıklarını düşünüyorsunuz. Çocuklar için ürkütücü de olabilir merak da uyandirabilir. Siz çocuğunuza göre karar verin. Bizim kız elinde fener en önde gitti. Çok kilolu , yaşlı ve fobisi olanlar için  de önermem. Kapadokya bölgesindeyseniz müzekartınız cebinizde olsun. Burada da müzekart geçerli. Normalde giriş 25 Tl. Çocuklar ücretsiz.	2018-08	4	1
84	Kesinlikle görülmeli	Muhteşem bir yer.insanların burada nasıl yaşadığına inanmak çok zor.. içerde Havalandırma çok iyi. Biz yazın gittiğimiz için ,dışarının sıcağından sonra içerinin serinliği çok iyi geldi. Kiloluların tünele ve mezarlığa girmesi sorun olabilir. Gerçekten çok dar ve alçak. İki büklüm yürüyorsunuz bazı yerlerde. Ahırları mutfakları mezarlıkları depoları.... büyüleyici.  Müze kart geçerli . Görmeden dönmeyin.	2018-08	5	1
85	Kapadokya Turu	Eğer fobiniz yoksa mutlaka ziyaret edilmeli. Panik yaratacak bir yanı yok ve inanılmaz bir tecrübe yaratıyor...	2018-06	5	1
86	biraz bilgi	Sadece ilk 2 katına girebiliyorsunuz ama buna rağmen yatay olarak büyük bir alana yayılmış durumda,yani girmenize değer.Çok dar kılcal damar gibi yollardan    (tahmini:50cm boy-50cm en) çok farklı odalara giriş yapabilirsiniz.      Not:2. kattan sonraya girebilen varsa helal olsun çünkü bölümlere ayrılmış durumlarda sürgü kapılar var  bunlar tahmini 120kg civarında ve dediğim gibi 2. kattan sonrakini devlet kapatmış yarıya kadar ve bu durumda bile yerinden oynatamıyorsunuz.	2018-08	5	1
87	Kesinlikle çok güzel bir yer	Çok büyük ve labirent gibi bir yer zaman zaman ürkütücü bir o kadar eğlenceli bölgede çok yeraltı şehri var hepsine gitme niyetiniz yoksa burayı gezin yeter çocuklar ücretsiz giriş 25 TL bölgeyi gezecekseniz müze kartı almanızı tavsiye ederim çok karlı çıkarsınız	2018-08	5	1
88	BÖLGENİN EN BÜYÜK YERALTI ŞEHRİ	Derinkuyu'da bulunan yeraltı şehrine girişler ücretli, 18 yaş altı ücretsiz, müze kart geçerli. Bölgede bulunan yeraltı şehirleri içinde en büyük olanı. Kaya blokların oyulması sonucu oluşan şehir. Yerin altına doğru metrelerce ilerlemekte, dar  geçitlerden geçilerek odalar birbirine bağlanmaktadır. Kapalı ve dar alan korkunuz yoksa ziyaret ediniz.	2018-08	5	1
89	İlginc ama rahatlikla panik atak gecirilebilir	Çocukla gidilmemesi gereken bir yermis. Tüneller çok daraliyor ve alcaliyor bazı yerlerde ve en kötüsü girişi ve çıkışı ayni. Bu nedenle insanlar cakisiyor. Meraklısına çekici gelebilir ama çocuklu aileye pek uygun değil	2018-07	3	1
90	Güzel bir yer altı şehri	Bölgedeki güzel yer altı şehirlerinden biri. Aydınlatma ve yönlendirmeler düzgün. Çocukların oldukça ilgisini çeken bir yer.	2018-07	4	1
91	Görülmesi gerek	Yerin 50 metre altına daracık tünellerden gitmek orada zamanında 50.000 kişinin yaşadığını düşünmek buz gibi mağaraları gezmek çok heyecan verici.Derine indikçe kasvette artabiliyor. Korkusu olanlara tavsiye edilmez. Herkesin görmesi gerekir	2018-07	4	1
92	Serin Bir Soluk	Sicaklar iyice artiyor ve sona en merak ettigimiz yeri bırakıyoruz: Derinkuyu yeraltı sehri. Sona birakmamizin guzel tarafi en sicak anlarda yeralti sehrinin insani üşütecek kadar serin olacak olması :) Yeraltı sehrine giderken yol ustundeki  Pasabagini yine arabadan izliyoruz. Nihayet yaklasik 40km gittikten sonra yeraltı sehrine ulaşıyoruz, kart ile muzeye girdikten sonra ömürlük bir yapi ile başbaşa kaliyoruz. Efsane bir mekan gidin yasayin 👍🏻	2018-07	5	1
93	Mutlaka görülmeli.	Ülkemizde böyle ilginç ve güzel yerlerin olduğunu birçok kişi bilmiyor. Daha iyi tanıyım yapılmalı. Mutlaka ziyaret edilmesi gereken yerlerden. Ülkemizde bilinen en büyük yeraltı şehri. Kaymaklı ya göre çok daha büyük.	2018-06	5	1
94	Gitmeye değer	Kapalı alan korkunuz varsa girmeyin derim zira bir yerden sonra çok kısa ve dar bir merdivenden nereye kadar ineceginizi bilmeden sürekli iniyorsunuz ve geri çıkış ise tam bir ölüm. Görülmeye değer ama sabriniz varsa	2018-06	4	1
95	Şahane	Tek kelime ile harika. Kesinlikle görün derim. Bu yörenin tüm anlamı bu yerlerde. Gezmek gerekiyor. Hissetmek gerekiyor	2018-06	5	1
96	Yolunuz düşerse mutlaka uğrayın	Kapadokya gezimiz sırasına bizi en çok etkileyen yerlerden birisi şüphesiz Derinkuyu oldu,çocuklarla gezmek zor değil,bazı bölümleri kapatılmış,zamanında 50.000 kişi burada nasıl yaşamış demeden edemiyor insan,havalandırmadan,su kanalına,masonluk okulundan,vaftizhaneye kapsamlı bir yer altı şehri,biz çok sevdik...	2018-05	5	1
97	Medeniyet	Yerin yedi kat dibi dedikleri gerçekten buymuş :) İnmesi ve çıkması biraz zorlayıcı olsa da farklı bir deneyim. O dönemin şartlarından insanlar bunu nasıl başarmış diye diye geziyorsunuz. Dışarıda hava sizi kavururken siz yerin yedi kat dibinde donabilirsiniz. Bu yüzden yanınıza kalın bir şey almayı unutmayın.	2018-04	5	1
98	Muhteşem	Tek kelime ile MUHTEŞEM,denildiği kadar varmış görmeden dönmemek lazım.İnsan başka bir boyuta geçiyor sanki.Fakat aşırı klostrofobik bazı tüneller.Aynı anda aşağıdan ve yukarıdan gelen insanlar dracık koridorda karşılaşabiliyor,düşünün ki ayakta bile duramayacağınız kadar alçak ve sadece bir insanın geçebileceği ende.Bizim gittiğimiz gün böyle bir sahne yaşandı ve bazı insanlar fenalaştı.Küçük çocuklara göre kesinlikle değil ezilebilirler.Sırt çantası takmayın bazı tüneller o kadar basık ki çantanız tavana sürtüyor ve rahat çıkamıyorsunuz.Kıyafetiniz çok rahat olmalı.uzun eteğine basıp tökezleyenler gördüm.Kapıda yazan uyarıyı dikkate almak şart zira sağlık problemi olan insanlar asla aşağı katlara inmemeli	2018-05	5	1
99	MUHTEŞEM	Düşünün zamanında burada otuz bin kişi yaşamış aynı anda, ve halkı açık olan kısmı sadece yüzde beşlik kısmı imiş.  Yolunuz Nevşehir’e düşerse mutlaka gidin görün. Harika bir yer iki bin yıl öncesine ait, görülmeye değer...	2018-04	5	1
100	Cok iyi	Mutlaka görülmeli, dar egilerek gidilmesi gereken koridorlar var, boynunda ve dizinde sıkıntı olan bireyleri biraz zorlayabilir, ama gercekten iyiler Kaymaklı da burası da.	2018-04	5	1
101	Gorulmeli	5 yasinda ki cocugumuzla sdece 5. Kata indik. Sonrasi dar merdivenler ve git gel ayni yol kullaniliyor. Ama 5. Kata kadar sorun yok cocukla rahat gezilir	2018-04	4	1
102	Harika	Tombullak girmesin,aşırı dar geçitlerde sıkışıp kalır, astımı olan kapalı alan fobisi olan da gitmesin.. bunlar dışında herkes görmeli 😀	2018-04	5	1
103	İnanılmaz	Bölgedeki en büyük yer altı şehri olma özelliğine sahip olan Derinkuyu yeraltı şehri, tarih boyunca çok önemli devletlere ev sahipliği yapmış kesinlikle ziyaret edilmesi gereken bir mekan	2018-04	5	1
